Times / Type,001___402376_Palo_Alto___main.xlsx,002___402377_Palo_Alto___main.xlsx,003___402379_Palo_Alto___main.xlsx,004___425696_Palo_Alto___off.xlsx,005___425697_Palo_Alto___main.xlsx,006___425897_Palo_Alto___on.xlsx,007___402380_Palo_Alto___main.xlsx,008___404529_East_Palo_Alto___main.xlsx,009___422116_East_Palo_Alto___main.xlsx,010___403059_East_Palo_Alto___off.xlsx,011___403060_East_Palo_Alto___on.xlsx,012___400859_East_Palo_Alto___main.xlsx,013___403061_East_Palo_Alto___on.xlsx,014___404533_East_Palo_Alto___main.xlsx,015___408267_East_Palo_Alto___on.xlsx,016___400981_East_Palo_Alto___main.xlsx,017___402398_East_Palo_Alto___main.xlsx,018___404534_Menlo_Park___main.xlsx,019___401474_Menlo_Park___main.xlsx,020___400388_Menlo_Park___main.xlsx,021___401927_Menlo_Park___main.xlsx,022___401653_Menlo_Park___main.xlsx,023___401872_Redwood_City___main.xlsx,024___405673_Redwood_City___main.xlsx,025___401874_Redwood_City___main.xlsx,026___403205_Redwood_City___off.xlsx,027___403206_Redwood_City___off.xlsx,028___405679_Redwood_City___main.xlsx,029___401835_Redwood_City___main.xlsx,030___404531_Redwood_City___main.xlsx,031___404532_Redwood_City___main.xlsx,032___410094_Redwood_City___off.xlsx,033___410095_Redwood_City___on.xlsx,034___401834_Redwood_City___main.xlsx,035___401833_Redwood_City___main.xlsx,036___410093_Redwood_City___on.xlsx,037___401929_Redwood_City___main.xlsx,038___401652_Redwood_City___main.xlsx,039___401882_Redwood_City___main.xlsx,040___412787_Redwood_City___on.xlsx,041___401832_Redwood_City___main.xlsx,042___412788_Redwood_City___on.xlsx,043___401869_Redwood_City___main.xlsx,044___401859_Belmont___main.xlsx,045___410111_Belmont___off.xlsx,046___410110_Belmont___on.xlsx,047___401910_Belmont___main.xlsx,048___401443_Belmont___main.xlsx,049___414212_Belmont___on.xlsx,050___402383_San_Mateo___main.xlsx,051___409888_San_Mateo___off.xlsx,052___401914_San_Mateo___main.xlsx,053___409676_San_Mateo___on.xlsx,054___410511_San_Mateo___on.xlsx,055___400661_San_Mateo___main.xlsx,056___400291_San_Mateo___main.xlsx,057___400107_San_Mateo___main.xlsx,058___400645_San_Mateo___main.xlsx,059___405859_San_Mateo___main.xlsx,060___405852_San_Mateo___on.xlsx,061___402385_San_Mateo___main.xlsx,062___402387_San_Mateo___main.xlsx,063___405828_San_Mateo___on.xlsx,064___405827_San_Mateo___main.xlsx,065___402389_San_Mateo___main.xlsx,066___428962_San_Mateo___main.xlsx,067___405847_San_Mateo___off.xlsx,068___405848_San_Mateo___main.xlsx,069___405845_San_Mateo___off.xlsx,070___405849_San_Mateo___on.xlsx,071___403261_San_Mateo___main.xlsx,072___400753_San_Mateo___main.xlsx,073___400720_San_Mateo___main.xlsx,074___401199_San_Mateo___main.xlsx,075___400935_San_Mateo___main.xlsx,076___403287_San_Mateo___off.xlsx,077___403288_San_Mateo___on.xlsx,078___400527_San_Mateo___main.xlsx,079___400007_San_Mateo___main.xlsx,080___400817_San_Mateo___main.xlsx,081___403086_San_Mateo___off.xlsx,082___400420_San_Mateo___main.xlsx,083___403087_San_Mateo___on.xlsx,084___400797_Burlingame___main.xlsx,085___422114_Burlingame___off.xlsx,086___403295_Burlingame___on.xlsx,087___400381_Burlingame___main.xlsx,088___400441_Burlingame___main.xlsx,089___403258_Burlingame___main.xlsx,090___412782_Burlingame___on.xlsx,091___412785_Burlingame___on.xlsx,092___401336_Millbrae___main.xlsx,093___400119_Millbrae___main.xlsx,094___405863_Millbrae___on.xlsx,095___401411_Millbrae___main.xlsx,096___400975_Millbrae___main.xlsx,097___413207_Millbrae___off.xlsx,098___413208_Millbrae___off.xlsx,099___413209_Millbrae___off.xlsx,100___413195_Millbrae___main.xlsx,101___413212_Millbrae___on.xlsx,102___400125_Millbrae___main.xlsx,103___400331_Millbrae___main.xlsx,104___400593_Millbrae___main.xlsx,105___405837_Millbrae___off.xlsx,106___400010_Millbrae___main.xlsx,107___405836_Millbrae___off.xlsx,108___405835_Millbrae___off.xlsx,109___405834_Millbrae___off.xlsx,110___405862_Millbrae___off.xlsx,111___400473_Millbrae___main.xlsx,112___400039_Millbrae___main.xlsx
9/19/24 11:00,3419,4915,5019,601,4931,977,4762,5241,4868,95,274,5702,458,5702,231,5702,5702,5708,4407,5205,4284,5702,5708,5708,4292,794,198,4483,3926,3467,3729,492,994,4438,5475,48,3560,7040,4678,246,4430,750,4923,5914,369,527,5124,4566,268,5913,282,4871,555,440,5244,6077,5286,4039,5258,1006,5520,5708,109,5713,5708,7348,129,6377,600,383,7686,7279,7168,5713,6876,493,403,5602,7399,7896,79,8126,118,4322,612,791,5179,6100,336,0,0,0,276,0,0,5068,146,477,1012,5357,1156,6724,5705,6899,684,3989,855,566,1988,170,4161,3648
9/19/24 12:00,3163,4611,4700,533,4647,984,4435,5223,4910,96,292,5664,440,5664,214,5664,5664,5660,4164,4859,4060,5664,5660,5660,4386,818,169,4538,4021,3701,4177,581,1001,4817,5997,36,3833,7200,4883,235,4715,823,5160,6263,408,628,5447,4823,314,6268,245,5205,612,401,5503,6279,5477,3994,5298,888,5465,5660,121,5662,5660,7144,142,6136,725,377,7413,7057,7056,5662,6514,621,431,5216,7021,7335,63,7564,127,4196,627,828,4793,5836,336,0,0,0,276,0,0,4903,133,458,1134,5015,1447,6825,5863,7254,657,3861,1012,762,2089,177,4097,3570
9/20/24 6:00,3931,4688,4728,657,4723,267,4496,4194,3084,46,179,5804,451,5804,136,5804,5804,5801,4026,4869,3930,5804,5801,5801,3898,768,210,4142,3622,4175,4258,398,3610,3971,4979,21,2185,5533,3839,112,3663,322,3627,5231,207,293,4805,3619,116,4871,43,4006,311,241,4204,4747,4425,3302,4207,1422,4523,5801,124,5804,5801,6930,92,6033,283,226,7196,6641,6658,5804,6451,229,353,5326,7027,7674,66,7234,56,3624,527,391,4923,5623,5801,0,0,5097,5804,0,3780,4439,134,250,697,4604,875,6157,5303,6738,439,3729,467,370,1180,200,3802,3312
9/20/24 7:00,4674,5584,5644,730,5619,569,5346,5414,4373,114,326,6492,781,6492,258,6492,6492,6490,5086,6197,4999,6492,6490,6490,5777,993,235,5481,5184,6315,6356,884,3466,5163,6311,55,3480,6993,4955,157,4863,552,5121,6336,315,501,6081,4843,232,6209,138,5429,556,545,5619,6677,5714,4017,5444,1252,5492,6490,304,6493,6490,7744,126,6938,675,386,8134,7841,7479,6493,7384,544,671,6391,8036,8803,79,8427,86,4326,829,789,6034,6491,6490,0,0,6571,6492,0,4965,6020,126,308,853,6263,737,7376,6529,7811,493,4564,727,537,1999,172,4609,3940
9/20/24 8:00,4853,5786,5877,590,5808,1092,5542,5959,5158,118,308,6238,598,6238,316,6238,6238,6237,5166,6374,5034,6238,6237,6237,6012,1105,292,5690,5379,6166,6106,983,3971,5105,6228,86,3654,6687,4780,162,4783,702,5038,6241,385,540,6066,4731,284,6010,198,5091,530,475,5358,6389,5448,4055,5355,1252,5543,6237,394,6241,6237,7723,130,6772,793,463,7985,7887,7371,6241,7126,654,627,6190,7194,8576,78,8105,120,4357,808,983,5936,6391,6237,0,0,6762,6238,0,5094,6314,128,316,743,6488,806,7495,6495,7816,617,4548,631,384,2157,232,4463,3702
9/20/24 9:00,4434,5323,5427,649,5349,910,5099,5514,4897,129,277,6073,415,6073,269,6073,6073,6071,4710,5678,4612,6073,6071,6071,4686,879,330,4692,4294,5105,5140,697,1003,4415,5646,63,3510,6348,4497,179,4381,672,4662,5972,349,570,5832,4490,267,5858,135,4782,476,471,5187,6094,5308,3987,5255,1124,5456,6071,201,6072,6071,7448,123,6498,641,409,7893,7382,7315,6072,7019,550,510,5709,7307,8509,56,7975,123,4345,736,866,5524,6431,6071,0,0,5903,6073,0,4391,5906,121,333,979,5857,848,7279,6178,7701,671,4176,879,526,1941,218,4295,3683
9/20/24 10:00,4072,4936,5019,621,4953,897,4744,5341,4833,100,248,5938,437,5938,225,5938,5938,5935,4502,5279,4386,5938,5935,5935,4416,794,195,4667,4088,4798,4604,594,870,4304,6059,69,3556,6963,4686,177,4500,732,5079,6083,312,544,6036,4600,257,6074,188,4974,522,456,5305,6026,5300,4092,5279,935,5592,5935,156,5936,5935,7449,139,6455,634,369,7664,7161,7231,5936,6825,558,455,5364,7182,7628,61,7809,97,4205,674,777,4915,5946,5935,0,0,5590,5938,0,4190,5444,108,356,1013,5265,1175,6765,5762,7077,684,3917,804,497,1881,185,4067,3619
9/20/24 11:00,4132,4956,5048,581,4861,1002,4742,5339,4952,137,277,5873,424,5873,236,5873,5873,5872,4393,5108,4276,5873,5872,5872,4608,847,151,4863,4250,4840,4236,597,1068,4875,5974,43,3842,7143,4955,212,4821,853,5158,6351,315,521,6299,4965,307,6363,226,5342,610,479,5557,6522,5638,4276,5565,880,5844,5872,127,5871,5872,7337,129,6414,693,399,7702,7391,7303,5871,6946,642,510,5516,7272,7767,90,7959,134,4429,622,872,5230,6222,5872,0,0,5558,5873,0,4101,5475,104,445,1129,5341,1203,6846,5737,7094,729,3852,862,555,2135,196,4051,3475
9/20/24 12:00,4251,5164,5280,558,5127,1149,5010,5833,5465,127,290,5897,491,5897,247,5897,5897,5898,4437,5260,4319,5897,5898,5898,4742,859,157,4921,4359,5105,4435,636,1090,5016,6303,45,4029,7424,5123,239,4989,873,5333,6529,414,594,6591,5144,300,6480,229,5465,627,477,5715,6627,5716,4178,5562,858,5703,5898,146,5898,5898,7438,177,6460,723,432,7758,7351,7242,5898,6932,599,461,5570,7267,7835,95,7978,126,4430,646,837,5097,6115,5898,0,0,5551,5897,0,4163,5478,146,524,1073,5253,1223,6931,5880,7291,678,3886,907,564,2093,180,4109,3624
9/23/24 6:00,3355,4821,4873,680,4836,323,4573,4243,3119,38,189,5920,398,5920,130,5920,5920,5919,4257,5079,4163,5920,5919,5919,4084,770,205,4362,3792,4277,4470,413,3124,4205,5318,25,2627,5732,4033,89,3878,322,3884,5573,213,239,4677,3805,97,4966,54,4112,352,285,4281,4950,4608,3369,4351,1488,4626,5919,133,5920,5919,7159,84,6312,293,241,7279,6731,6686,5920,6620,230,364,5565,7093,7332,69,7271,40,3751,518,457,5089,5828,5919,0,0,4732,5920,0,3576,4460,139,179,861,4784,676,6064,5229,6612,379,3681,317,415,1193,191,3850,3186
9/23/24 7:00,4172,5575,5676,717,5580,691,5311,5271,4439,93,304,6368,767,6368,280,6368,6368,6370,5141,6299,4995,6368,6370,6370,5984,1080,253,5731,5356,6368,6390,863,3114,5130,6415,61,4007,7217,5159,170,5061,540,5250,6554,397,481,5466,5007,200,6240,147,5380,561,516,5571,6669,5700,4037,5486,1348,5513,6370,360,6370,6370,7717,118,6777,734,415,7754,7674,7093,6370,7166,539,670,6332,7306,8291,78,7922,86,4370,727,785,6140,6527,6370,0,0,6737,6368,0,4976,5929,119,305,1070,6262,603,7346,6447,7806,435,4517,597,524,1928,148,4603,3751
9/23/24 8:00,4207,5344,5447,587,5372,1228,5198,5885,5568,108,301,6066,669,6066,305,6066,6066,6061,5179,6461,4999,6066,6061,6061,5794,1076,312,5775,5200,6074,6172,882,2248,4790,6251,93,4213,7374,5099,185,4985,707,5198,6254,582,562,5524,4768,230,5921,211,5213,513,497,5392,6623,5629,3989,5253,1077,5452,6061,428,6063,6061,6873,92,5806,958,480,7185,7602,6800,6063,6721,603,710,6128,6752,8229,104,7905,106,4378,714,1006,6064,6443,6061,0,0,6875,6066,0,5330,6344,124,350,878,6599,671,7458,6476,7730,495,4685,602,365,2079,233,4599,3864
9/23/24 9:00,3700,5059,5032,600,5122,884,4918,5514,5012,74,236,5873,400,5873,231,5873,5873,5874,4708,6006,4521,5873,5874,5874,4616,922,399,4782,4230,5243,5181,645,795,4603,5857,56,4024,6506,4495,177,4327,673,4700,5628,501,494,4971,4432,254,5740,165,4741,496,470,4953,5785,4989,3645,4766,1159,4996,5874,172,5872,5874,6814,113,5824,786,376,7061,7308,6841,5872,6416,388,514,5761,6476,7969,89,7904,120,4245,696,808,5622,6271,5874,0,0,6020,5873,0,4519,5626,101,347,1312,5811,845,7174,6206,7588,548,4338,761,627,1781,190,4445,3756
9/23/24 10:00,3267,4717,4837,569,4692,789,4502,4938,4504,95,214,5696,382,5696,223,5696,5696,5697,4190,5015,4122,5696,5697,5697,4144,776,165,4390,3841,4377,3879,555,785,4408,5777,39,4054,6599,4347,212,4052,644,4440,5524,423,477,4757,4179,195,5559,145,4422,494,405,4797,5443,4900,3725,4817,1068,5099,5697,103,5699,5697,7177,116,6179,611,315,7529,6907,7007,5699,6478,462,407,5175,6865,7274,94,7534,101,4149,655,723,4917,5946,5697,0,0,5063,5696,0,3799,5168,127,363,1332,4975,1313,6701,5606,6964,575,3916,753,471,1835,155,4156,3608
9/23/24 11:00,2980,4382,4458,562,4577,827,4285,5051,4624,84,240,5499,426,5499,201,5499,5499,5495,4167,4807,4032,5499,5495,5495,4267,818,149,4247,3830,4822,4042,616,817,4223,5358,48,4284,6764,4558,217,4251,838,4468,5835,367,487,5063,4414,235,5685,174,4627,521,385,4914,5826,5119,3913,5054,996,5351,5495,112,5495,5495,7152,140,6132,578,378,7436,7071,6983,5495,6813,496,427,5349,7104,7372,66,7785,117,4288,558,707,4908,6064,5495,0,0,5044,5499,0,3732,5006,124,354,1403,4828,1327,6622,5573,7194,610,3817,762,441,1780,173,3937,3492
9/23/24 12:00,2713,4026,4056,522,4494,962,3998,5185,4958,79,233,5481,466,5481,215,5481,5481,5477,4139,4944,4046,5481,5477,5477,4077,782,151,4154,3775,4637,4014,602,918,4288,5769,35,4566,6869,4491,241,4210,814,4840,5967,402,518,5113,4425,246,5888,188,4660,583,399,5081,5819,5140,3821,4983,897,5233,5477,133,5481,5477,6914,172,5874,646,397,7134,6663,6723,5481,6433,520,393,4965,6732,7165,70,7850,126,4118,619,706,4569,5804,5477,0,0,5000,5481,0,3735,4874,149,467,1312,4587,1396,6512,5451,6821,569,3669,795,504,1820,186,3707,3386
9/24/24 6:00,3446,5006,5105,749,5045,362,4820,4517,3389,46,190,6029,477,6029,134,6029,6029,6029,4342,5179,4260,6029,6029,6029,4250,794,232,4597,3949,4452,4367,427,1612,4141,5405,28,2667,6167,4256,126,4130,359,4180,5746,262,308,4750,3894,132,5058,58,4254,319,304,4383,4933,4579,3412,4476,1592,4678,6029,141,6030,6029,7453,80,6645,267,228,7927,7375,7472,6030,6999,207,388,5902,7620,7893,69,7724,44,3962,493,457,5513,6128,6029,0,0,5805,6029,0,4390,4907,148,225,838,5340,561,6382,5541,6778,402,4075,256,340,1276,179,4075,3316
9/24/24 7:00,4273,5810,5868,738,5837,745,5566,5627,4704,110,340,6465,820,6465,308,6465,6465,6463,5312,6570,5175,6465,6463,6463,6093,1031,297,5920,5447,6444,6008,879,2479,5523,6642,70,4022,7220,5297,223,5251,627,5297,6686,405,531,5860,5265,284,6355,176,5487,570,570,5708,6884,5777,4034,5401,1341,5511,6463,367,6464,6463,7351,95,6327,840,486,7432,7848,6981,6464,6991,495,736,6466,7097,9074,75,8128,83,4514,698,896,6417,6729,6463,0,0,7186,6465,0,5534,6227,129,211,919,6761,592,7615,6892,7999,455,4918,459,447,2007,176,5040,3899
9/24/24 8:00,3892,5410,5459,539,5454,1230,5242,5770,5386,95,299,6186,615,6186,328,6186,6186,6185,5258,6864,5121,6186,6185,6185,6077,986,326,5932,5408,6344,5854,926,1917,5358,6423,89,4387,7272,5177,205,5028,794,5238,6299,563,571,5597,5129,358,6265,425,5690,560,589,5581,6583,5474,3856,5090,1060,5283,6185,443,6183,6185,7073,115,6001,1010,510,7156,7912,7110,6183,6807,666,773,6331,6780,9064,102,8427,110,4510,804,1064,6276,6590,6185,0,0,7373,6186,0,5796,6750,127,210,679,7173,560,8053,7246,8404,432,5156,402,353,2159,247,5252,4027
9/24/24 9:00,3947,5530,5512,601,5409,1004,5254,5516,4959,75,265,5976,374,5976,244,5976,5976,5974,4838,6101,4663,5976,5974,5974,4979,953,444,5343,4563,5472,5305,697,876,5028,6061,66,3939,6718,4827,196,4717,675,4912,6014,529,552,5322,4833,298,6096,215,5089,539,568,5306,6009,5218,3781,4938,1242,5176,5974,186,5979,5974,6970,113,5913,858,388,7143,7525,6826,5979,6522,480,554,5922,6544,8514,106,8017,109,4246,767,816,5797,6231,5974,0,0,6543,5976,0,5045,5930,110,269,1060,6180,756,7337,6438,7679,455,4656,595,470,1848,208,4814,3863
9/24/24 10:00,3062,4183,4231,433,4210,820,4092,4461,4172,78,219,5702,379,5702,218,5702,5702,5703,4047,4890,3935,5702,5703,5703,3953,843,238,4361,3707,4760,4789,574,882,4441,5685,61,3778,6903,4531,196,4181,757,4770,5537,458,512,4817,4241,227,5538,177,4462,500,450,4826,5626,4945,3744,4830,1231,5129,5703,149,5705,5703,7410,123,6500,547,362,7977,7438,7366,5705,6795,509,428,5652,7252,8108,76,7985,80,4324,711,775,5343,6071,5703,0,0,5595,5702,0,4278,5515,134,342,964,5560,991,6891,5818,7203,567,4082,612,467,1943,170,4118,3544
9/24/24 11:00,3461,5038,5107,517,5006,983,4861,5615,5135,107,258,5489,394,5489,230,5489,5489,5488,4318,5140,4195,5489,5488,5488,4528,779,222,4660,4158,5027,5117,610,984,4716,6046,47,3918,7359,4785,198,4444,798,4994,5938,444,524,5130,4403,260,5875,186,4791,547,409,5147,5955,5239,3947,5105,1049,5399,5488,114,5493,5488,7249,116,6277,557,371,7791,7287,7316,5493,6885,533,408,5514,7326,7765,84,8112,101,3951,593,640,4509,5468,5488,0,0,5416,5489,0,4024,5183,127,400,1149,5043,1105,6473,5318,6819,630,3745,615,529,1960,158,3751,3381
9/24/24 12:00,3067,4656,4633,558,4526,958,4370,5159,4833,71,262,5433,492,5433,258,5433,5433,5430,4236,5089,4133,5433,5430,5430,4239,759,180,4280,3898,4847,4807,585,983,4216,5683,36,4278,7183,4653,238,4284,850,4861,5869,390,526,5052,4486,290,5899,195,4689,588,397,5193,5925,5274,3844,4973,865,5260,5430,118,5433,5430,7048,143,6082,615,374,7438,6854,6973,5433,6450,582,457,5088,6923,7387,63,7911,104,4218,673,783,4687,5856,5430,0,0,5150,5433,0,3906,4956,134,430,1054,4801,1088,6550,5421,6851,548,3554,714,480,1948,173,3678,3316
9/25/24 6:00,3406,4958,5030,724,4992,347,4804,4479,3329,47,211,6108,450,6108,144,6108,6108,6108,4180,5011,4063,6108,6108,6108,4098,785,235,4445,3815,4503,4373,429,2719,4027,5250,27,2488,5594,4017,123,3957,342,3908,5599,241,295,4572,3848,103,4973,838,4177,329,296,4313,4976,4584,3383,4433,1530,4636,6108,121,6110,6108,7137,85,6290,288,234,7701,7146,7126,6110,6819,246,415,5696,7341,7779,66,7611,41,3816,553,471,5333,5894,6108,0,0,5582,6108,0,4266,4760,142,196,743,5114,623,6169,5334,6608,429,3854,304,340,1289,176,3983,3247
9/25/24 7:00,4241,5749,5824,721,5828,680,5533,5330,4299,107,333,6597,777,6597,285,6597,6597,6600,5425,6615,5333,6597,6600,6600,6286,1102,291,5957,5590,6366,6057,860,2361,5519,6788,70,3624,7654,5399,184,5295,642,5470,6797,439,529,5930,5285,254,6336,1188,5369,597,621,5542,6814,5733,3980,5471,1292,5437,6600,367,6602,6600,7397,122,6438,867,469,7528,7846,7102,6602,7116,536,690,6411,7283,8923,81,8160,79,4411,753,897,6249,6574,6600,0,0,7048,6597,0,5403,6246,131,256,836,6653,586,7626,6802,8055,436,4837,459,549,2028,182,4916,3939
9/25/24 8:00,4119,4852,5103,612,4812,1128,4627,5303,5593,109,470,6302,650,6302,335,6302,6302,6306,5049,6403,4933,6302,6306,6306,5663,933,221,5304,5042,5895,5635,830,2379,5066,6196,95,3829,6866,4819,187,4650,754,4937,6045,594,588,5312,4760,324,6022,1917,5330,594,590,5443,6613,5525,3936,5223,940,5374,6306,424,6303,6306,7097,119,6093,900,483,7336,7569,6884,6303,6910,663,773,6206,7008,8892,112,8271,121,4535,766,1039,6209,6521,6306,0,0,7257,6302,0,5700,6704,116,230,678,7063,590,7992,7149,8415,425,5046,401,317,2154,233,5250,4103
9/25/24 9:00,3305,4469,4421,512,4663,1086,4570,5317,5255,66,363,6118,384,6118,266,6118,6118,6121,5287,6683,5176,6118,6121,6121,6622,927,427,6323,5873,6293,6183,804,1744,5938,7104,77,3657,8021,5656,201,5479,653,5876,6647,594,543,6035,5288,267,6358,1171,5452,504,508,5673,6817,5748,3948,5287,732,5398,6121,143,6115,6121,6771,96,5888,552,361,7455,7232,6933,6115,6402,446,573,5478,7291,7699,92,7713,104,3982,647,759,5221,5870,6121,0,0,6526,6118,0,5078,5406,90,246,911,5566,753,6749,5760,7196,435,4194,609,454,1685,172,4272,3619
9/25/24 10:00,3498,5009,5027,510,5005,817,4814,5261,4668,85,236,5901,399,5901,256,5901,5901,5904,4743,5673,4611,5901,5904,5904,5940,894,252,5706,5313,5904,5963,695,901,5505,6760,83,3565,8076,5402,186,5085,742,5754,6396,554,487,5792,5105,240,6285,186,5202,473,459,5535,6404,5497,4016,5328,1036,5495,5904,142,5905,5904,7430,148,6502,583,352,7839,7499,7290,5905,6738,527,420,5691,7491,8039,86,8120,101,4141,683,713,5117,5856,5904,0,0,5742,5901,0,4381,5310,129,368,1030,5240,1101,6772,5706,7031,583,3947,654,489,1802,185,4138,3531
9/25/24 11:00,3228,4702,4825,572,4719,944,4535,5101,4654,108,256,5667,374,5667,205,5667,5667,5668,4010,4664,3887,5667,5668,5668,4608,843,196,4844,4244,4988,5131,642,950,4925,6171,47,3724,6630,4613,238,4697,821,5220,6314,450,551,5549,4798,259,6137,206,5055,552,447,5179,5700,5034,3845,4990,947,5255,5668,131,5665,5668,7443,118,6498,619,372,7448,6971,6853,5665,6684,496,396,5307,6876,7517,72,7660,85,4145,675,671,4949,5914,5668,0,0,5539,5667,0,4159,5412,153,460,1209,5247,1131,6656,5571,6903,719,3798,714,517,2077,186,3927,3113
9/25/24 12:00,3306,4840,4929,579,4860,981,4646,5201,4741,84,265,5606,444,5606,210,5606,5606,5603,4279,5042,4153,5606,5603,5603,4502,787,210,4782,4157,4909,5081,574,1015,4872,6018,34,4025,7164,4869,241,4780,849,5220,6435,453,576,5645,5033,326,6477,224,5395,602,482,5486,6224,5410,3981,5162,810,5439,5603,150,5599,5603,7223,150,6243,711,383,7403,6935,6968,5599,6400,555,418,5117,6772,7124,62,7295,113,4135,624,695,4659,5749,5603,0,0,5266,5606,0,3921,5104,157,492,1046,4879,1163,6557,5457,6737,563,3547,800,599,2116,261,3655,3077
9/26/24 6:00,3442,5059,5120,716,4995,340,4807,4540,3398,55,196,6140,434,6140,136,6140,6140,6140,4364,5152,4289,6140,6140,6140,4084,781,209,4486,3816,4359,4507,407,3126,4359,5347,24,3235,6047,4266,111,4068,323,4075,5561,234,300,4686,4040,112,5028,2296,4179,327,296,4413,5223,4724,3559,4638,1499,4875,6140,133,6141,6140,7504,85,5955,298,233,7786,7249,7227,6141,6892,267,408,5842,7487,7782,83,7602,53,3906,557,447,5351,6062,6140,0,0,2684,6140,0,5489,5222,144,195,798,5073,666,6221,5407,6631,451,3927,311,383,1241,191,4025,3316
9/26/24 7:00,4293,5853,5896,712,5790,722,5615,5407,4330,118,345,6591,822,6591,308,6591,6591,6596,5269,6416,5152,6591,6596,6596,5958,1028,329,5800,5347,6303,6381,870,3276,5529,6694,73,4689,7431,5302,177,5179,586,5265,6658,415,489,5823,5252,254,6294,2522,5557,537,560,5720,6770,5748,4028,5501,1353,5499,6596,388,6598,6596,7678,125,6818,833,482,7739,7875,7140,6598,7217,549,688,6507,7395,8804,81,8042,77,4422,793,836,6299,6547,6596,0,0,3415,6591,0,6467,6676,141,289,851,6665,615,7516,6739,7930,451,4783,482,501,2063,206,4919,3739
9/26/24 8:00,4127,5618,5613,542,5575,1176,5462,6030,5580,94,352,6295,637,6295,344,6295,6295,6295,5445,6859,5259,6295,6295,6295,6291,1044,322,6229,5635,6391,6513,979,3490,5761,6754,91,4979,7856,5560,178,5409,741,5545,6670,554,613,6038,4160,246,5261,1899,4555,463,445,4827,7025,5764,4111,5527,1095,5606,6295,352,6295,6295,6012,80,5181,698,388,7492,7930,7095,6295,7027,681,774,6359,7097,8775,112,8002,113,4382,805,1046,6247,6494,6295,0,0,3639,6295,0,6618,6921,117,286,641,6221,524,6485,5370,6870,444,4419,455,370,1984,181,3894,3533
9/26/24 9:00,3594,4877,4963,428,4884,1038,4766,5409,4878,74,294,6165,411,6165,270,6165,6165,6166,4657,5759,4527,6165,6166,6166,4740,923,357,5034,4362,5085,5180,624,1400,4805,5898,75,4776,6853,4714,196,4540,701,4950,5830,486,550,5248,3419,237,4604,1039,3744,405,425,4139,6051,5165,3728,4847,1328,5106,6166,126,6168,6166,5936,84,4793,551,284,7338,7401,6798,6168,6795,472,508,6059,6795,8394,93,7729,103,4234,722,810,5856,6338,6166,0,0,3208,6165,0,6019,6309,137,300,918,5185,650,5934,4779,6157,457,3796,606,427,1595,185,3507,3424
9/26/24 10:00,3530,5057,5132,569,4900,813,4821,5137,4576,109,251,5937,395,5937,231,5937,5937,5933,4543,5455,4456,5937,5933,5933,4547,819,261,4844,4208,4918,4199,646,883,4499,5805,66,4689,7068,4746,192,4389,683,4842,5679,511,453,4888,4567,258,5824,1023,4744,523,430,5179,6002,5254,3880,5034,1127,5305,5933,110,5935,5933,7475,114,5880,580,366,7830,7482,7304,5935,6648,516,442,5573,6973,8005,89,7879,113,4318,706,747,5279,6011,5933,0,0,2355,5937,0,5497,5721,112,399,972,5318,1093,6906,5964,7407,637,3992,771,596,1872,208,4277,3547
9/26/24 11:00,3434,5012,5092,596,4949,1000,4879,5611,5204,97,261,5702,440,5702,259,5702,5702,5708,4395,5182,4271,5702,5708,5708,4567,806,201,4873,4235,4747,4184,620,904,4886,6081,53,4920,7081,4864,210,4619,775,4986,6171,448,544,5277,4816,315,6280,956,5176,549,456,5486,6211,5408,4164,5448,927,5685,5708,118,5713,5708,7548,127,5795,581,417,7826,7338,7259,5713,6980,634,437,5616,7378,7721,76,7980,121,4388,674,844,5175,6196,5708,0,0,2726,5702,0,5339,5467,140,390,1106,5176,1117,6767,5671,7025,691,3706,758,520,1969,218,4033,3500
9/26/24 12:00,3345,5020,5121,571,4956,1002,4799,5397,4881,98,295,5664,450,5664,212,5664,5664,5660,4206,5033,4088,5664,5660,5660,4365,799,179,4701,4066,4662,4195,580,1045,4756,5967,51,5331,7363,4907,229,4713,801,5218,6382,402,555,5520,4895,290,6246,867,5102,617,405,5525,6203,5454,3944,5180,835,5390,5660,137,5662,5660,7222,159,5517,619,373,7425,6740,6866,5662,6464,534,420,5205,6826,7081,68,7260,135,4154,652,713,4784,5753,5660,0,0,2552,5664,0,4897,5049,136,433,1240,4973,1399,6750,5726,7145,669,3767,841,558,2035,221,3987,3399
9/27/24 6:00,3135,4646,4708,648,4734,345,4462,4272,3179,55,194,5804,429,5804,118,5804,5804,5801,4032,4808,3928,5804,5801,5801,4133,812,183,4323,3824,4248,4360,451,3762,4186,5199,23,3145,5611,4026,114,3895,304,3980,5406,206,290,4512,3839,107,5048,1158,4173,322,283,4370,4994,4596,3420,4379,1428,4685,5801,126,5804,5801,7062,77,5468,261,237,7065,6640,6503,5804,6631,259,351,5467,7036,7415,60,7181,66,3740,551,452,5014,5815,5801,0,0,4965,5804,0,4970,4760,162,260,909,4510,739,5931,5030,6483,515,3482,388,411,1153,183,3712,3018
